month,surface_air mean_temp,mean_sunshine_hrs,mean_realtive humidity,total_rainfall,no_of_rainy_days,max_temperature,temp_category
5-Jun,28.8,-0.219718,0.048328078,-0.825998145,0.205451319,0.64041529,1
5-Jul,28,-0.219718,0.440344679,-0.634786172,0.205451319,0.64041529,1
5-Aug,28.2,0.692660994,0.108638324,-1.035714503,-0.198320688,0.273654068,1
5-Sep,28.2,0.44383036,0.500654925,-0.002993614,0.811109329,-0.337614634,1
5-Oct,27.6,-0.468548635,0.802206157,1.220058088,1.012995333,-0.459868375,1
5-Nov,27.3,-1.049153449,1.164067635,1.646540094,1.820539346,0.273654068,1
5-Dec,27.3,-0.966209904,0.92282665,-0.088466247,1.012995333,0.151400328,1
6-Jan,26.5,-0.717379269,1.586239359,2.452802563,1.214881336,-1.68240578,0
6-Feb,27.5,1.439152899,0.440344679,-0.533452637,-1.207750705,-0.093107153,1
6-Mar,28.3,1.190322264,-0.373843646,-0.818948856,-1.005864701,1.496191474,1
6-Apr,27.6,-0.302661545,1.344998374,0.561830695,0.811109329,0.884922771,1
6-May,28.1,-0.55149218,0.802206157,0.261354737,0.003565316,0.518161549,1
6-Jun,27.8,-0.136774455,1.133912512,0.53539586,0.407337323,-0.826629597,1
6-Jul,28.4,1.024435174,0.380034433,-0.19596791,0.205451319,-0.337614634,1
6-Aug,28.3,0.858548084,-0.192912907,-0.429475619,0.003565316,-0.337614634,1
6-Sep,28,-0.302661545,-0.464309015,-0.817186534,-0.400206691,-0.704375856,1
6-Oct,28.3,-0.717379269,-0.494464139,-0.652409395,-1.207750705,0.273654068,1
6-Nov,27.3,-0.05383091,1.465618866,0.084241342,0.811109329,-0.215360894,1
6-Dec,26.6,-2.044475988,1.797325221,5.197619603,1.618653343,-0.826629597,0
7-Jan,26.5,-1.297984084,1.284688128,2.414912633,1.214881336,-0.826629597,0
7-Feb,27.3,1.605039989,-0.011982168,-0.621568754,-2.217180722,-0.093107153,1
7-Mar,27.5,0.11205618,0.711740788,0.820010918,1.41676734,0.151400328,1
7-Apr,28.1,0.194999725,0.651430541,0.56535534,0.003565316,0.395907809,1
7-May,28.3,-0.136774455,0.681585664,-0.430356781,0.407337323,0.029146587,1
7-Jun,28.4,0.27794327,0.078483201,-0.326379763,-0.400206691,0.76266903,1
7-Jul,27.7,-1.546814719,0.681585664,-0.302588411,1.012995333,-0.459868375,1
7-Aug,27.7,0.029112635,0.108638324,0.129180562,1.214881336,-1.071137078,1
7-Sep,27.8,0.11205618,0.229258817,-0.238263646,-0.198320688,-0.948883337,1
7-Oct,27.8,-0.05383091,0.199103694,0.538920505,0.407337323,0.395907809,1
